Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,GA,2025,"12        ",Female,18,Right-Handed,157,25,162,1,Car,12,0.453,33,Other,200,500,600,600,500,700,26,"Left foot",,80,"Index finger",December,Summer,No,No,Fruit,Water,Music,7,9,3,"Yes - broadband connection","Text messaging",25,60,2,3,4,5,0,1,3,2,1,7,0,0,Some,"Graduate degree",Country,Fly,Happy,Relative,Religious
USA,MO,2025,"11        ",Male,17,Right-Handed,182,27,184,2,Car,15,.455,33,Athletics,500,600,800,900,600,600,27,"Same length",97,81,"Index finger",January,Summer,No,No,Meat,Water,Science,8,6,4,"Yes - broadband connection","Text messaging",20,25,8,28,15,10,15,20,14,4,25,0,35,10,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Doctor or nurse",Health
USA,VA,2025,"9         ",Male,17,Right-Handed,184,23,182,1,Bus,20,0.28,30,None,500,300,0,300,100,800,23,"Same length",90,90,"Same length",December,Fall,Yes,No,Other,Water,History,7,6,6,"Yes - other","In person",12,8y,,,,,,,,,,,,,Some,"High school",Other,"Freeze time",Rich,Relative,Health
USA,NJ,2025,"11        ",Male,17,Right-Handed,177,27.6,177,3,Bus,25,0.962,52,Walking/Hiking,1000,1000,540,904,316,444,27.6,"Same length",80,90,"Ring finger",September,Fall,Yes,No,"Rice/Noodle dishes",Water,"Social studies",6,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",60,95,3,4,5,4,1,0,2,3,7,1,2,3,Some,"Graduate degree",Pop,Invisibility,Happy,"Religious figure","International aid"
USA,NC,2025,"10        ",Male,16,Right-Handed,165,20.32,163,1,Car,13,0.497,45,Other,492,305,369,380,754,754,20.32,"Same length",76,76,"Same length",January,Winter,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Art,7,8,3,"Yes - broadband connection","Text messaging",N/A,N/A,none,none,1,1,8+,4+,4+,4+,8+,0,0,0,Some,"Undergraduate degree","Rock and roll",Fly,Happy,Friend,Health
USA,PA,2025,"12        ",Female,18,Right-Handed,172.7,27.94,172.7,2,Car,6,.333,60,Basketball,476,337,455,428,37,91,27.94,"Same length",76.2,76.2,"Same length",November,Summer,No,No,Desserts,Water,History,8,6,4,"Yes - broadband connection","Text messaging",100,120,30,5,5,3,24,1,13,2,20,1,0,1,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Health
USA,GA,2025,"12        ",Female,17,Right-Handed,5'2,19.05,157,1,Car,"30 ",0.4,43,Other,1000,500,300,300,500,1000,19.05,"Same length","63 mm",49mm,"Same length",January,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",102,204,20,1,0,7,13,0,37,2,8,3,15,3,"A lot","Graduate degree",Country,"Freeze time",Happy,"Doctor or nurse",Health
USA,OH,2025,"12        ",Female,17,Right-Handed,157cm,25,154,1,Car,8,0.352,40,Walking/Hiking,444,310,102,198,455,684,24,"Right foot",82.55,69.85,,January,Fall,No,No,Meat,"Soft drink (caffeinated)",,4,12,3,"Yes - other","Internet chat or instant messaging",15,10,2,4,10,25,2,2,15,8,20,70,0,10,"A lot","Graduate degree",Jazz,Fly,Happy,Other,"Education/Youth development"
USA,MI,2025,"12        ",Male,17,Right-Handed,180,28,180,2,Car,10,0.302,40,Bowling,1000,775,100,786,500,1000,28,"Same length",76,80,"Ring finger",March,Fall,Yes,No,Meat,Water,Science,7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,50,5,5,0,10,3,4,10,5,4,0,20,5,Some,"Undergraduate degree",Other,"Super strength",Happy,"Religious figure",Health
USA,WA,2025,"11        ",Female,16,Right-Handed,172.7,24,174,1,Bus,5,0.332,36,Swimming,727,529,684,679,430,684,24,"Same length",70,70,"Same length",October,Fall,Yes,No,Soups,Water,History,7,7,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,0,2,3,70,10,10,7,2,1,14,0,14,"Very little","Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,WA,2025,"11        ",Male,16,Right-Handed,171,25.7,165,2,Car,5,0.339,50,Other,25,60,25,60,25,65,25.7,"Same length",76,77,"Ring finger",January,Winter,No,No,Pizza/Pasta,Water,Other,7,9,5,"Yes - other","Text messaging",25,20,20,2,.1,20,25,4,0,4,4,10,0,2,Some,"Some college","Rap/Hip hop","Super strength",Rich,"Sports person",Health
USA,SC,2025,"11        ",Female,16,Ambidextrous,170,243,167,1,Car,15,0.552,40,Other,800,600,900,500,100,300,240,"Right foot",8.89,7.62,"Index finger",April,Fall,No,No,Fruit,Water,Science,8,8,5,"Yes - broadband connection","In person",5,7,1,0,5,2,1,0,3,0.5,0.5,7,3,4,Some,"High school","Rock and roll",Invisibility,Happy,"Business person","Wildlife, animals"
USA,IN,2025,"11        ",Female,16,Right-Handed,174,27,187,1,Car,20,0.422,60,Other,500,500,500,500,300,900,25,,85,88,"Ring finger",April,Summer,Yes,No,Fruit,"Energy drink",Other,6,9-10,4,"Yes - other","Text messaging",100,70,5,24,2,5,6,2,0,12,48,48,30,15,"Very little","High school","Rap/Hip hop",Invisibility,Healthy,Friend,Other
USA,NC,2025,"10        ",Female,16,Right-Handed,170.1,20.32,170.1,1,Car,30,0.496,40,Swimming,1000,1000,1000,1000,100,1000,20.32,"Right foot",10,10,"Index finger",August,Fall,Yes,No,Fruit,Water,Art,8,8,4,"Yes - other","In person",20,20,0,0,10,20,5,20,0,40,50,0,12,12,"Very little","Graduate degree",Techno/Electronic,Fly,Rich,Friend,Environment
USA,CA,2025,"12        ",Male,16,Right-Handed,181,26,182,1,Car,8,0.65,48,Soccer,500,500,500,500,550,700,26,"Same length",90,90,"Same length",September,Summer,No,No,Meat,Water,Science,7,8,3,,"In person",30,40,18,1/2,5,18,10,5,0,3,10,0,0,1,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,Health
USA,NC,2025,"12        ",Female,17,Right-Handed,5'4,7,6,3,Car,10,0.3,40,Other,519,1000,583,813,503,1000,8,"Same length",7,,"Same length",August,Winter,No,No,Soups,Water,Art,8,6,3,"Yes - dial-up connection","Internet chat or instant messaging",250,350,4,5,1,1,1,4,1,5,5,1,0,0,Some,"High school","Punk rock","Freeze time",Rich,Teacher,"Arts, culture, sports"
USA,SC,2025,"11        ",Female,16,Right-Handed,175,22,181,1,Car,5,0.414,50,Walking/Hiking,699,600,400,580,800,999,24,"Left foot",76,81,"Ring finger",June,Spring,No,No,Poultry,"Soft drink (caffeinated)",Art,4,12,5,"Yes - other","Text messaging",61,86,16,1,28,18,1,1,20,3,60,3,5,3,"A lot","Graduate degree",Pop,Invisibility,Healthy,Friend,Environment
USA,WA,2025,"12        ",Male,17,Right-Handed,183,25.4,189,2,Bus,10-15,0.325,40,Swimming,1000,800,800,1000,200,200,25.4,"Same length",80,85,"Ring finger",January,Winter,Yes,No,Pizza/Pasta,Water,Art,6,9,5,"Yes - broadband connection","Text messaging",10-20,10-15,5,1,3,7,3,20+,4,2,10,6,N/A,4,"A lot","Some college",Jazz,"Freeze time",Rich,Actor,Religious
USA,SC,2025,"12        ",Female,17,Right-Handed,160,17,60,2,Car,4,0.529,48,Running/Jogging,0,107,1000,529,674,1000,17,"Right foot",,50,"Same length",April,Summer,Yes,No,Meat,Water,History,7,10,3,"Yes - other","Text messaging",1000,2000,0,16,0,5,0,0,10,10,30,6,30,10,None,"Graduate degree",Pop,Telepathy,Rich,Relative,Religious
USA,NC,2025,"10        ",Male,17,Right-Handed,177,27,180,1,Car,35,0.393,58,"Football (American)",1000,100,100,300,1000,1000,27,"Same length",205,110,"Index finger",June,Winter,No,No,Meat,Water,Art,8,14,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",400,450,50,15,0,20,5,25,25,25,25,2,25,2,None,"Graduate degree","Rap/Hip hop",Fly,Rich,Actor,"International aid"
USA,NC,2025,"11        ",Female,17,Right-Handed,160,20,130,2,Car,8,0.96,63,Soccer,700,600,700,600,200,400,20,"Same length",60,70,"Same length",June,Fall,No,No,Poultry,Water,English,6,5,5,"Yes - dial-up connection","Text messaging",35,30,6,12,6,15,5,4,12,12,8,4,24,4,Some,"Some college",Pop,Fly,Rich,Relative,"Wildlife, animals"
USA,OR,2025,"11        ",Male,16,Right-Handed,175,24,177,2,Car,15,0.379,42,Other,781,615,807,791,1000,1000,24,"Same length",20,19,"Index finger",January,Winter,No,No,Poultry,Water,"Mathematics and statistics",8,12,4,"Yes - other","Internet chat or instant messaging",700,609,40,20,20,5,1,0,10,10,10,7.5,0,10,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Business person","Education/Youth development"
USA,NC,2025,"10        ",Female,16,Right-Handed,157.4,23,147,1,Car,20,0.376,36,Walking/Hiking,668,556,500,400,800,1000,23.5,"Left foot",57.15,63.5,"Same length",December,Fall,Yes,No,Fruit,Water,Other,6,8-10,3,"Yes - broadband connection","Cell phone",40,46,16,4,5,5,10,1,3,1,50,4,0,4,"A lot","Undergraduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,"International aid"
USA,WA,2025,"12        ",Female,16,Right-Handed,5'1,24,150,1,Car,10,0.476,43,Other,733,733,727,631,123,620,25,"Left foot",52,60,"Ring finger",May,Fall,Yes,No,Fruit,"Energy drink",Art,7-6,10-11,4,"Yes - other","Text messaging",12,13,3,4,2,3,2,5,5,5,5,5,0,2,,"Graduate degree","Rock and roll",Fly,Rich,Friend,Health
USA,TX,2025,"12        ",Female,18,Right-Handed,174,24,179,1,Other,14,0.003,51,Walking/Hiking,294,497,578,583,824,824,24,"Same length",105,100,"Index finger",December,Winter,Yes,No,"No favorite","Soft drink (caffeinated)",English,7,6,4,"Yes - broadband connection","Text messaging",30,55,1,0,4,7,1,0,4,2,8,5,14,5,Some,"Some college",Country,Telepathy,Rich,Other,Religious
USA,CA,2025,"12        ",Female,17,Right-Handed,152.4,24,142.2,1,Car,20,0.383,43,Athletics,460,1000,1000,1000,1000,1000,24,"Same length",76.2,63.5,"Index finger",December,Summer,No,No,Desserts,Coffee,History,8,9,5,"Yes - other","Text messaging",7,17,12,1,0,32,4,0,8,3,90,4,16,5,"A lot","Graduate degree",Country,Telepathy,Rich,"Community leader or elder",Health
USA,CA,2025,"12        ",Female,18,Right-Handed,161,23,154,1,Car,20,.315,33,Skateboarding/Rollerblading,781,556,610,690,267,433,23,"Same length",80,88,"Ring finger",December,Summer,Yes,No,Pizza/Pasta,Tea,Science,8,10,2,"Yes - broadband connection","In person",13,11,5,0,8,0,0,3,5,2,12,6,16,8,Some,"Graduate degree","Rock and roll","Freeze time",Rich,Friend,Environment
USA,SC,2025,"12        ",Male,18,Left-Handed,"5,8",15,15,1,Car,17,1,1,Baseball/Softball,600,400,200,0,800,1000,15,"Same length",20,25,"Ring finger",August,Winter,Yes,No,Poultry,Water,History,8,10,4,"Yes - broadband connection",Other,20,25,20,2,5,10,5,15,10,5,15,2,25,15,Some,"Some college","Rock and roll",Invisibility,Rich,"Sports person","Wildlife, animals"
USA,CA,2025,"12        ",Female,"17 ",Right-Handed,146,19,133,2,Car,6,0.349,39,Other,1000,1000,1000,1000,193,578,17,"Right foot",61,54,"Index finger",March,Winter,No,No,Meat,Water,Music,7,8,4,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",100,50,5,20,4,5,3,27,36,31,25,0,0,3,Some,"Graduate degree",Other,Telepathy,Happy,"Musician or singer",Health
USA,NC,2025,"12        ",Male,16,Right-Handed,175,23,155,2,Car,12,.3,42,Other,684,535,540,353,856,979,22,"Right foot",60,65,"Ring finger",May,Fall,No,No,Meat,Water,Other,7,11,6,"Yes - dial-up connection","Text messaging",80,60,10,10,8,7,4,6,10,6,16,2,0,5,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader","International aid"
USA,NC,2025,"12        ",Male,17,Left-Handed,191,23,199,1,Walk,10,.381,57,None,500,545,530,300,1000,1000,23,"Same length",75,80,"Ring finger",July,Winter,No,No,Meat,"Sports drink",Art,8,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,500,0,2,1,3,0,10,10,5,10,5,0,0,Some,"High school",Techno/Electronic,Fly,Happy,Relative,Health
USA,OH,2025,"12        ",Male,17,Right-Handed,182.8,26,94,1,Car,7,0.326,37,Athletics,575,150,25,0,1000,1000,26.5,"Left foot",75,80,"Ring finger",September,Fall,No,No,Meat,Water,"Mathematics and statistics",9.5,10.5,4,"Yes - broadband connection","In person",5,7,1,1,4,2,1,2,7,1,6,15,0,1,"Very little","Graduate degree","Rhythm and blues (R&B)",Fly,Rich,"Sports person","Arts, culture, sports"
USA,CA,2025,"12        ",Female,17,Right-Handed,155,22,152,2,Car,10,.53,33,Soccer,999,900,999,999,800,999,22,"Same length",7,8,"Ring finger",May,Summer,Yes,No,Meat,Water,"Mathematics and statistics",7,9,6,"Yes - broadband connection","Text messaging",50,50,2,2,0,5,2,2,2,2,2,2,24,2,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,Teacher,Health
USA,CA,2025,"12        ",Female,17,Right-Handed,152.4,23,30,2,Walk,10,8,6,Soccer,0,9,1,5,0,9,30,"Same length",650,70,"Ring finger",July,Winter,No,No,Seafood,Juice,Art,8,8,7,"Yes - dial-up connection","Text messaging",8,3,"3 ",2,3,8,2,0,4,11,10,0,8,9,Some,"Graduate degree",Classical,Invisibility,Happy,"Religious figure",Health
USA,PA,2025,"10        ",Male,16,Right-Handed,170,,,3,Bus,10,0.35,30,Other,1000,1000,1000,1000,1000,1000,,,,,,January,Winter,Yes,No,"No favorite",Water,"Computers and technology",8,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,,,,,,,,,,,,,"A lot","Graduate degree",Other,Telepathy,Happy,"Community leader or elder","Education/Youth development"
USA,NJ,2025,"11        ",Male,17,Right-Handed,175,26,185,1,Bus,30,0.377,37,Tennis,866,711,706,501,257,257,27,"Left foot",70,80,"Ring finger",December,Summer,No,No,"Rice/Noodle dishes",Water,English,7.5,9,5,"Yes - broadband connection","Internet chat or instant messaging",45,50,30,2,25,20,15,40,20,30,40,0,0,5,"A lot","Undergraduate degree",Other,"Freeze time",Happy,Teacher,Environment
USA,VA,2025,"11        ",Male,17,Right-Handed,150,22,150,2,Car,4,0.36,31,Skateboarding/Rollerblading,84,78,89,88,80,88,22,"Same length",65,67,"Ring finger",November,Winter,Yes,No,Meat,Water,History,5,9,4,"Yes - broadband connection","Cell phone",9,14,10,30,5,15,13,2,30,8,50,0,0,10,Some,"Graduate degree",Other,Telepathy,Rich,Relative,"International aid"
USA,SC,2025,"11        ",Male,18,Right-Handed,180.3,26,185.4,1,Car,3,0.389,37,Golf,400,400,400,500,500,500,25,"Right foot",80,75,"Index finger",January,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Computers and technology",7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,100,10,2,2,2,15,0,5,5,4,0,3,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Other,Health
USA,WA,2025,"11        ",Male,18,Ambidextrous,177.8,28,,2,Car,3,0.277,24,Other,,,,,,,28,"Same length",8,9,"Ring finger",September,Summer,No,No,Poultry,Water,Other,8,8,7,"Yes - broadband connection",Other,2,86,15,2,1,19,24,1,4,1,1,1,40,1,Some,Other,"Rhythm and blues (R&B)","Freeze time",Happy,Other,Other
USA,PA,2025,"12        ",Male,17,Right-Handed,168,26,162,1,Walk,15,0.30,39,Bowling,700,750,900,925,800,825,27,"Left foot",70,66,"Index finger",March,Fall,No,No,Meat,"Soft drink (caffeinated)","Computers and technology",7,9,5,"Yes - broadband connection","In person",1,2,0,0,4,7,0,20,7,0,40,2,0,1,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,"Community leader or elder","International aid"
USA,NC,2025,"12        ",Female,18,Right-Handed,166,24,172,2,Walk,5,0.356,58,Athletics,620,700,810,990,10,1000,24,"Right foot",62,72,"Ring finger",January,Summer,Yes,No,Pizza/Pasta,Water,English,8,9,4,"Yes - broadband connection","Cell phone",120,115,2,,,,,,,,,,,,,,,,,,
USA,SC,2025,"11        ",Male,18,Right-Handed,6,12,left,0,Car,8," 0.44",60,Dancing,0,1000,1000,1000,1000,1000,12,"Same length",11,9,"Index finger",August,Summer,Yes,No,Seafood,"Powdered drink",Music,8to7,12,5,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2025,"9         ",Female,14,Right-Handed,157,56,118,2,Car,10,0.352,35,"Hockey (Ice)",50,75,25,75,20,95,56,"Same length",70,69,"Ring finger",July,Summer,Yes,No,Poultry,Tea,History,6,10,3,"Yes - other","In person",10,7,30,0,18,20,6,2,0,2,2,2,0,6,"A lot","Graduate degree","Rock and roll",Telepathy,Happy,"Religious figure","International aid"
USA,CO,2025,"12        ",Female,17,Right-Handed,168,24,166,1,Car,10,.463,49,Soccer,701,583,893,888,588,749,25,"Left foot",7.5,7.5,"Ring finger",July,Summer,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",7.5,9,3,"Yes - other","Text messaging",10,10,8,5,5,15,10,0,15,1,10,7,10,5,Some,"Undergraduate degree",Country,Fly,Happy,Relative,Health
USA,OH,2025,"12        ",Male,18,Right-Handed,172,27.9,137,1,Car,30,0.246,43,Golf,650,650,420,444,400,650,27.9,"Same length",77,80,"Ring finger",December,Winter,No,No,Meat,Water,History,8,7,3,"Yes - other","Text messaging",10,15,10,5,1,10,6,7,7,7,7,6,30,5,"Very little","High school",Pop,Fly,Rich,Friend,"Wildlife, animals"
USA,NC,2025,"12        ",,18,Right-Handed,5'4,27,150,1,Car,"7 ",0.475,56,None,1000,48,203,1000,106,973,27,"Same length",,8,"Same length",January,Spring,No,No,Salads,Water,English,8,6,7,"Yes - other","Internet chat or instant messaging",0,0,"10 ",15,0,5,10,0,15,20,20,5,36,0,None,"Some college","Rap/Hip hop",Invisibility,Famous,Friend,"Wildlife, animals"
USA,TX,2025,"12        ",Female,17,Right-Handed,157,23,149.8,1,Bicycle,12,0.38,62,Running/Jogging,1000,652,861,930,631,786,23,"Same length",65,55,"Index finger",June,Spring,Yes,No,Meat,Water,Music,6,9,4,"Yes - broadband connection","In person",75,100,7,1,5,14,3,4,10,7,9,3,0,4,Some,"Graduate degree",Pop,Telepathy,Healthy,"Coach or club leader","Education/Youth development"
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2025,"11        ",Male,16,Right-Handed,,27,,1,Car,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2025,"12        ",Female,17,Right-Handed,5'5,25,70,2,Walk,10,0.605,46,"Martial Arts",727,257,465,353,0,209,25,"Same length",60,60,"Same length",January,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",English,8,8,5,"Yes - dial-up connection","In person",5,3,3,2,2,4,1,1,2,5,8,0,1,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,WA,2025,"11        ",Female,16,Right-Handed,165.1,,,1,Car,7,0.279,41,None,492,818,545,850,807,930,,"Same length",,,,March,Spring,No,No,"Rice/Noodle dishes","Soft drink (non-caffeinated)",History,8,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,12,4,12,0,2,1,10,14,1,18,0,0,20min,"A lot",Other,Pop,"Freeze time",Rich,Relative,"Arts, culture, sports"
USA,WI,2025,"11        ",Female,17,Right-Handed,175,26,175,1,Car,7,0.377,36,Other,818,872,647,460,10,930,26,"Same length",73,80,"Ring finger",August,Summer,Yes,No,Pizza/Pasta,"Energy drink",Science,5,12,5,"Yes - other","Cell phone",4,3,4,8,6,3,2,0,1,1,40,6,10,4,"A lot","Some college",Country,"Freeze time",Rich,Other,Environment
USA,MI,2025,"12        ",Female,17,Right-Handed,5'1,,,2,Bus,34,0.386,41,Soccer,1000,529,888,674,176,471,,"Same length",,,"Ring finger",August,Fall,No,No,Fruit,Water,Art,6,8,5,"Yes - broadband connection","Text messaging",2,3,0,0,5,26,2,5,20,2,20,10,0,10,Some,"Some college","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,NC,2025,"12        ",Male,18,Right-Handed,170.2,24.13,170,2,Bus,15,.312,53,Other,310,0,834,770,508,1000,24.13,"Same length",76.2,76.2,"Same length",October,Fall,No,No,Meat,Water,"Physical education",6,8,6,"Yes - other","Text messaging",10,10,0,0,0,1,5,2,1,0,1,0,0,0,None,,"Rhythm and blues (R&B)",Telepathy,Happy,Other,Other
USA,ID,2025,"12        ",Male,19,Right-Handed,179,27.18,179,1,Walk,8,.62,31,Skateboarding/Rollerblading,700,200,100,500,800,1000,27.18,"Same length",74.6,75,"Ring finger",June,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7.5,9,8,"Yes - broadband connection","In person",10,16,15,0,14,0,0,1,40,0,45,.8,0,0,Some,"Undergraduate degree",Pop,Telepathy,Happy,Friend,Environment
USA,WA,2025,"11        ",Female,16,Right-Handed,167.6,24,165.1,2,Car,3min,0.37,43,Basketball,1000,733,989,829,503,963,24,"Same length",70,70,"Same length",March,Fall,Yes,No,Fruit,"Energy drink",Other,8,11,4,"Yes - other","Cell phone",0,0,0,50,2,5,0,0,8,70,112,7,0,2,"A lot",Other,Other,Telepathy,Rich,Relative,Religious
USA,WA,2025,"12        ",Male,17,Right-Handed,166,26,66,2,Car,10-15,.43,32,Other,818,465,235,176,118,53,26.7,"Left foot",70,72,"Ring finger",June,Spring,No,No,Other,Water,Art,7,8,4,"Yes - broadband connection","Text messaging",25-30,30-35,0,3,0,5,5,0,2,2,1,0,3,5,"Very little","Less than high school",Other,"Super strength",Healthy,Relative,"International aid"
USA,TX,2025,"12        ",Male,18,Right-Handed,170,25,175,1,Car,20,.369,48,Swimming,500,500,900,650,550,850,25,"Same length",96,101,"Index finger",November,Winter,Yes,No,Meat,Water,History,8,12,6,"Yes - broadband connection","Internet chat or instant messaging",30,60,40,15,2,5,10,15,5,5,15,0,10,4,Some,"Some college","Rock and roll",Fly,Happy,Relative,Health
USA,WA,2025,"12        ",Male,17,Right-Handed,175,"6.5 i",166cm,1,Car,20,0.5,30,Tennis,0,0,0,0,0,0,6.5,"Same length",80,80,"Index finger",October,Fall,No,No,Soups,Coffee,Art,7,8,5,"Yes - broadband connection","Text messaging",5,5,2,2,2,2,2,2,2,2,2,2,2,2,"A lot","Some college",Country,Telepathy,Rich,Politician,"International aid"
USA,IL,2025,"12        ",Female,18,Left-Handed,160,28,158,1,Car,25,0.292,52,Basketball,1000,1000,500,500,0,500,26,"Right foot",90,80,"Index finger",February,Fall,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Art,6,10,4,"Yes - other","Cell phone",50+,50+,0,30,0,0,0,5,50+,50+,50+,20,0,0,"Very little","Some college",Other,Invisibility,Healthy,Other,Health
USA,NC,2025,"10        ",Female,15,Right-Handed,157,23,155,4,Bus,60,0.367,25,Other,1000,750,750,500,0,250,23,"Right foot",105,110,"Ring finger",July,Spring,No,No,Fruit,Juice,"Mathematics and statistics",8,10,4,"Yes - other","In person",2,4,3,0,6,20,14,2,0,1,7,2,0,3,"A lot","Graduate degree",Pop,"Freeze time",Healthy,"Coach or club leader","Wildlife, animals"
USA,NC,2025,"10        ",Male,15,Right-Handed,180.3,25.1,195.6,2,Bus,"30 ",0.328,53,Walking/Hiking,1000,1000,1000,1000,316,428,25.2,"Left foot",88.9,88.9,"Same length",October,Fall,No,No,"Rice/Noodle dishes",Water,History,6,9,5,"Yes - other",,100,100,10,10,5,24,20,5,5,5,10,10,3,10,Some,"Graduate degree","Rap/Hip hop","Super strength",Healthy,Relative,"International aid"
USA,WA,2025,"11        ",Female,16,Left-Handed,147,20,58.5,1,Car,8,0.385,45,Dancing,866,551,572,524,64,246,20,"Same length",55,60,"Ring finger",February,Fall,No,No,"Rice/Noodle dishes",Water,Music,5-6,8-9,2,"Yes - other","Text messaging",2,2,0,0,15,20,0,0,25,2,40,0,0,7,Some,Other,Other,Invisibility,Happy,"Musician or singer","International aid"
USA,WI,2025,"9         ",Male,14,Right-Handed,179,28,186,1,Walk,5-10,.3,43,None,1000,900,1000,1000,609,1000,28,"Same length",90,90,"Same length",February,Summer,No,No,Meat,Water,"Physical education",9,7,3,"Yes - other",Other,0,0,0,0,0,0,0,40,0,0,0,0,0,0,Some,Other,Pop,"Freeze time",Rich,Other,Other
USA,TX,2025,"12        ",Female,18,Right-Handed,173,26,173,1,Car,7,0.438,40,Basketball,770,500,320,150,1000,1000,26,"Same length",90,85,"Index finger",September,Fall,Yes,No,Poultry,"Soft drink (caffeinated)","Physical education",6,11,3,"Yes - other","Text messaging",69,119,18,12,2,1,4,0,4,7,14,7,44,0,"Very little","Some college",Pop,Telepathy,Rich,Politician,"International aid"
USA,NC,2025,"12        ",Male,18,Right-Handed,~180,,,1,Car,15,0.386,38,Walking/Hiking,952,893,840,920,1000,1000,,,61,67,"Ring finger",July,Fall,Yes,No,"No favorite","Soft drink (caffeinated)","Computers and technology",<12,<12,4,"Yes - broadband connection","In person",0,0,0,0,0,~10,0,>=118,>=118,0,>=118,>=118,0,2.5,Some,"Some college","Heavy metal",Fly,Happy,Other,"Education/Youth development"
USA,NC,2025,"12        ",Female,17,Right-Handed,172,21,168,1,Car,8,.359,52,Walking/Hiking,1000,800,600,900,40,1000,21,"Same length",73,70,"Index finger",June,Fall,No,No,Desserts,Water,English,8,10,4,"Yes - broadband connection","Text messaging",25,13,2,4,6,21,3,1,14,13,48,7,30,11,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"Wildlife, animals"
USA,NC,2025,"12        ",Male,17,Right-Handed,170,26.87,151.5,1,Car,15,0.286,56,"Martial Arts",1000,500,503,588,320,600,26.87,"Same length",80,85,"Ring finger",June,Winter,No,No,Meat,Water,History,7-8,9,4,"Yes - broadband connection","Text messaging",10,8,0,3,5,3,1,2,5,0,2,1,5,4,Some,"Some college","Punk rock",Fly,Healthy,Relative,Environment
USA,NJ,2025,"12        ",Female,17,Ambidextrous,152.4,22.5,152.4,2,Car,5,0.4,40,Basketball,535,551,476,433,1000,1000,22.5,"Left foot",8,9,"Ring finger",September,Summer,Yes,No,Seafood,Coffee,History,6,9,4,"Yes - other","Text messaging",15,20,7,9,6,4,12,0,20,15,16,20,10,8,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Business person","International aid"
